CLUE,ANS,POS
Ignorant (of) ,unaware,2
Large wall painting,mural,1
Tragic prince of Elsinore ,hamlet,1
Male singing voice ,baritone,4
Greek island ,rhodes,5
Annulled ,repealed,2
"Muse, mull over ",consider,4
Pigment made from clay and iron oxide ,ochre,1
Presiding person ,chairman,1
"Incidents, occasions ",events,1
Imitate like tropical bird ,parrot,7
Curved under-parts of the feet ,arches,4
"Brain operation, once used to treat mental illness",lobotomy,1
"Medium, average, fair ",middling,8
Divisions of a boxing match ,rounds,1
Sleepwalker ,somnambulist,1
Stopper - Irish port,cork,3
