CLUE,ANS,POS
Beautiful insect and swimming stroke ,butterfly,1
Cultivated plot of ground ,garden,1
Irish county - Lincolnshire market town,louth,11
Island country in the Persian Gulf ,bahrain,1
Chaser of criminals for reward ,bounty hunter,1
Head of US company - tried pens (anag) ,president,7
"Go regularly to, church perhaps ",attend,1
Decay in teeth ,caries,2
Rainwater channel,gutter,1
Price of passage ,fare,12
"Hat, for a country-and-western singer perhaps",stetson,1
Old Ford model - Italian island,capri,29
Abraham's wife (OT) ,sarah,1
"Beg, ...... or steal - get at all costs ",borrow,1
