CLUE,ANS,POS
Disclose or uncover ,reveal,1
Scintillate ,sparkle,3
A knotted mess,tangle,3
Nothing ,zero,3
Claim ,allege,3
The state of being everywhere or widespread ,ubiquity,2
Embankment that should prevent flooding ,levee,5
"Calm, pacify, appease ",placate,10
Lady luck ,chance,3
"Obstinate, tenacious ",stubborn,1
Astonishing ,amazing,3
"Obligations, responsibilities ",duties,2
Calf flesh ,veal,1
Organ of hearing ,ear,1
One's university,alma mater,2
Strong wind ,gale,2
Narrow valley with a stream ,glen,4
Foe ,enemy,2
IX,nine,1
