CLUE,ANS,POS
Kill by piercing with a spear or sharp pole ,impale,4
Ethiopian capital ,addis ababa,1
Like no other ,unique,1
"Gas, O ",oxygen,8
Between Triassic and Cretaceous ,jurassic,4
Capture (slang) ,nab,1
Madness ,insanity,3
Latticework to support plants ,trellis,1
Relating to love ,romantic,5
Percussion instrument ,marimba,6
Greek waters ,ionian sea,2
Male relative ,grandson,8
West African republic,niger,20
Material for pottery ,clay,1
Immeasurably bad ,abysmal,2
Treat cruelly ,oppress,8
Large ocean fish ,marlin,4
Ocean ,sea,1
Irish county and port ,limerick,8
Strong drive for success ,ambition,1
