CLUE,ANS,POS
Heretofore ,hitherto,4
Illegal state in football ,offside,1
Difficulties to be resolved,problems,3
Madness ,lunacy,7
Thespian ,actor,1
Serious crime ,felony,1
Orange vegetable ,carrot,1
Drowsy ,sleepy,4
Levy on vehicles using public thoroughfares,road tax,1
Valuable ,precious,3
Believed to be guilty but without proof,suspected,1
Speak out against ,denounce,7
Not allowing light to pass through ,opaque,1
Inveigle ,entice,3
"Induces, prevails upon ",persuades,4
Destructive event ,catastrophe,1
Oriental ,eastern,1
