CLUE,ANS,POS,FOUND IN
Ban ,outlaw,13,Outlawed activity
Living in trees ,arboreal,1,Arboreal: Pertaining to tree-dwelling or living among trees.
Plenty,ample,6,Ample reserves
Assistance ,aid,3,Aid-giving
Rush - a job for life?,career,2,Lifelong career
"Southern African kingdom, capital Mbabane ",swaziland,1,Swaziland: The modern-day country formerly known as the Kingdom of Swaziland is located in southern Africa with its capital at Mbabane.
Ancient Greek with weak heel ,achilles,2,"Παχύ αγκώνας (pakhý angṓnas, referring to a thickened Achilles tendon)"
Make uncomfortable,embarrass,6,Embarrassment-inducing moment
Fall down ,tumble,4,Unhappily stumble
River in central Italy ,arno,2,"Arno (a major river flowing near Florence, not directly central but significant)"
Determined attempt ,effort,1,Resolute effort
Earth (Latin) ,terra,1,"Terra (soil or ground in Latin, directly related to earth)"
Comparable ,similar,3,Similar: Akin
Toothed wheel driven by a chain ,sprocket,2,Sprocket-operated mechanism
Stalk; restrict (a flow) ,stem,4,"Stem the tide of traffic: bottleneck, chokestream (colloquially), throttle"
Seat on horse or bike,saddle,3,Saddle-bound
Heavenly being ,angel,15,Angelic craftsmanship
Chances ,odds,9,Favorable odds
Insubstantial,thin,27,Feather-light (metaphorically representing something lacking substance)
Very unkind,cruel,1,Cruel-hearted
