CLUE,ANS,POS,FOUND IN
"Thyme, for example",herb,1,Aromatic herb
"Cunning, deceit ",guile,3,Guileful
Family,kin,1,Kinship
Actual ,real,1,Real or genuine
Tedious task ,chore,17,Sisyphean chore (metaphorically)
Cultivated grass,lawn,2,Lawn grasses
Long narrow stretch of water between Africa and Arabia ,red sea,1,The Red Sea
"Of soldier, illegally absent - initially ",awol,4,AWOL (Absent Without Official Leave)
Littoral region ,coast,1,Coastal area
"Curt, terse ",laconic,3,Laconic comment
A Christmas tree,holly,3,Holly-adorned
Small whirlpools ,eddies,1,Tiny eddies
Comfort ,ease,13,Surrounding ease
