CLUE,ANS,POS
"Fuse, combine",coalesce,14
Surprise attack ,raid,5
Motherly ,maternal,1
Royal house ,tudor,5
"Curt, sharp ",abrupt,18
Said (a word) wrongly ,mispronounced,1
"Acute viral disease, technical name variola",smallpox,1
Room warmer ,heater,2
This moment ,now,3
European country,france,7
Judge of artistic works ,critic,1
Soundless ,silent,3
"Part, share ",portion,12
Strong building material ,concrete,1
Fishing boat ,trawler,13
Association of sports teams ,league,1
Excessive utilisation,overuse,1
Picture,image,2
One of the living dead ,zombie,1
Group of players ,team,1
