CLUE,ANS,POS,FOUND IN
Former prime minister ,thatcher,4,Margaret Thatcher (UK)
Conveyance for transport ,vehicle,19,Caravan (as a vehicle for carrying goods)
Single cash payment ,lump sum,4,Lump sum disbursement
Pungent ammonium carbonate crystals,smelling salts,1,Smelling salts (historical use in medicine)
Herb - boy's name,basil,1,Basilico
Point directly overhead ,zenith,11,At zenith (in a celestinas context)
Occurring in repeated series of events ,cyclic,7,Cyclical
Young eel ,elver,1,Juvenile elver
University qualification,degree,1,Bachelor's Degree in Arts or Sciences
Facilitate ,ease,15,Structural support that eases workflows
Rejoice - observe - perform ,celebrate,1,Celebrate sightseeing: visiting a beautiful or historically significant landmark while enjoying the experience.
Reflective surface,mirror,1,Mirror-like
Brush gently - coup,stroke,1,Softly stroke
Courage ,heart,1,Braveheart
Sheltered terrace attached to a house ,veranda,4,Protected veranda
Heartfelt,sincere,1,Sincere affection
