CLUE,ANS,POS,FOUND IN
Kill by piercing with a spear or sharp pole ,impale,7,Impaled
Remain at home ,stay in,11,Stay indoors
Patch up or renovate ,revamp,19,Revamp for a fresh look
Paid heed,attended,1,Attended to
Capture (slang) ,nab,9,"Nab (as in ""nab"" the last donut)"
Relating to love ,romantic,15,Romantic interest
Tree trained to grow against wall,espalier,2,Espalier (a tree trained to grow along a wall or fence)
Old letter; the (anag.) ,eth,11,Latter-day (when used to describe something old)
Miscellaneous ,mixed,5,Mixed bag
Concluding ,ending,11,Ending on a high note
West African republic,niger,3,Nigeria
Divided skirt ,culottes,18,Culottes (divided pants that resemble a skirt)
Immeasurably bad ,abysmal,12,Abysmally low
Evening service ,vesper,2,Vespers
Large ocean fish ,marlin,8,Marlin (Including blue marlin and black marlin)
Ocean ,sea,6,Seaweed
Irish county and port ,limerick,4,Limerick (county and port)
Having a common cultural tradition ,ethnic,4,Ethnic identity
