CLUE,ANS,POS,FOUND IN
"Apply, employ ",use,1,Use for a purpose
Flabbergast ,astound,1,Astounded
Car (US) ,auto,1,Automobile
Applaud ,cheer,2,Cheering
"With tender, nostalgic or sad feelings ",sentimental,7,Emotive and sentimental
Tail vertebrae ,coccyx,7,"Tailbone (referring specifically to the coccyx, part of the cauda equina)"
Pull hard ,yank,14,Heavily yank from
Accessible to all ,public,4,Publicly available
It connects points of equal air pressure ,isobar,1,Isobaric line
Game in which the answer is acted out ,charade,1,Charades
