CLUE,ANS,POS
Like no other ,unique,3
Between Triassic and Cretaceous ,jurassic,1
Madness ,insanity,1
Latticework to support plants ,trellis,1
Relating to love ,romantic,2
Insanity ,madness,1
Percussion instrument ,marimba,4
Greek waters ,ionian sea,3
Tree trained to grow against wall,espalier,1
Miscellaneous ,mixed,7
Dairy product ,cheese,1
"Flourish, do well ",prosper,1
Mr Punch's dog ,toby,2
West African republic,niger,6
Head of abbey ,abbot,1
Material for pottery ,clay,1
Treat cruelly ,oppress,5
Large ocean fish ,marlin,2
Irish county and port ,limerick,4
