CLUE,ANS,POS,FOUND IN
Beautiful insect and swimming stroke ,butterfly,1,Butterfly (insect)
In a tidy manner ,neatly,1,Neatly arranged
Pull hard ,heave,5,Heave with power
Particular feature ,aspect,6,Key aspect
Lights in transparent cases ,lanterns,11,Glass lanterns
"Go regularly to, church perhaps ",attend,1,Attend services at
Examine carefully - might one help a lame duck?,vet,16,Offer financial support for veterinary care
Decay in teeth ,caries,3,Dental caries
Old Ford model - Italian island,capri,3,Capri (Ford: Capri)
Reasoning ,logic,1,Logical thinking
