CLUE,ANS,POS
Cultivated plot of ground ,garden,3
Welsh dog ,corgi,1
Waterway ,canal,5
Island country in the Persian Gulf ,bahrain,1
Cuppa brewer ,teapot,2
Chaser of criminals for reward ,bounty hunter,1
Bring to a close ,end,2
Type of savoury tart ,quiche,1
Head of US company - tried pens (anag) ,president,3
Vocalist ,singer,1
Job ,occupation,3
Act imposed for sin ,penance,2
Ungenerous,stingy,1
Rotate ,spin,2
Forbearing ,tolerant,3
Historic area of France once part of Aquitaine ,poitou,4
Rainwater channel,gutter,1
Of dogs,canine,3
Price of passage ,fare,1
"Hat, for a country-and-western singer perhaps",stetson,1
Drink ,beverage,1
Abraham's wife (OT) ,sarah,1
"Beg, ...... or steal - get at all costs ",borrow,1
Power of creative thought ,imagination,3
End of day ,sunset,1
