CLUE,ANS,POS
Grasslike marsh plant ,sedge,1
(Of wines) dry,sec,3
Woven or knitted cloth,fabric,1
Ancient Mexican ,aztec,1
Nebraska city ,omaha,1
Slangy adjective for harking back to the past ,retro,1
Leaf of a conifer ,needle,1
Coxswain ,helmsman,1
Unyielding,rigid,8
Short note ,memo,1
"Tedium, ennui ",boredom,2
Strange ,odd,4
Piece of writing ,essay,2
Having no beginning or end ,infinite,1
Permanent ,enduring,3
Rare noble gas ,radon,1
Spout for discharging fluid ,nozzle,1
Wood ,timber,1
Plan,blueprint,4
Overdue,late,1
Domestic animal ,cat,2
Short period of wintry weather ,cold snap,10
Fiend ,demon,2
Capital of the Balearic Islands,palma,1
Reverberate ,echo,2
Troubles ,difficulties,5
"Catastrophe, tragedy ",disaster,1
European principality,liechtenstein,1
Fruit of a rose ,hip,1
Happening ,event,2
Plot outline ,scenario,9
Pigs' feet,trotters,1
Travel warrant (of the Beatles),ticket to ride,6
Soft feathers ,down,1
Ship's steering apparatus ,rudder,2
Ambrosia ,nectar,1
