CLUE,ANS,POS
Middle Eastern dessert ,baklava,1
Book of maps ,atlas,1
Inhabit ,occupy,2
Decorative clasp ,brooch,1
Keep in a certain state ,maintain,1
Dealer in humans ,slave trader,2
Inveterate ,habitual,1
Sphere of activity ,domain,5
"Gyrate, reel ",spin,1
Layman ,amateur,3
Liable to break easily ,fragile,1
Flower container,vase,1
(Of music) not in a key ,atonal,1
A horse's feet ,hooves,1
"Inhabit, take up space ",occupy,1
Overland journey by hunters ,safari,4
Large bus,double-decker,4
The breastbone ,sternum,7
Lottery ,raffle,2
Short time - magical incantation ,spell,7
