CLUE,ANS,POS
Object thrown in field sports ,discus,5
Veil worn by Muslim women ,yashmak,8
Glass container in the laboratory ,test tube,3
Put on special clothes ,dress up,2
Wrecker ,saboteur,4
Tufted velvety cord or yarn ,chenille,3
Walk heavily ,stomp,3
Contests or partnerships of equals ,matches,1
Funny little teasers,riddles,6
Food grain ,cereal,1
Aid in a crime ,abet,2
Accounts checker,auditor,3
Standards of perfection ,ideals,1
Horned dinosaur ,triceratops,1
Involving hard work ,laborious,1
The immaterial part of a person ,psyche,3
South American pack animal ,llama,1
House of ill-repute ,bordello,2
Polynesian garland ,lei,1
Not occupied ,vacant,4
