CLUE,ANS,POS
Lose strength,weaken,1
Monstrous creature ,behemoth,1
Favouritism ,bias,2
Baby's plaything,rattle,1
Foreign (from outer space?),alien,3
"Bold, audacious ",daring,12
Procedure ,method,1
Tidy ,neat,1
Resembling soil,earthy,7
Politically-inspired murder ,assassination,1
Refusal to accept an unpalatable truth ,denial,1
"Abnormal, aberrant ",atypical,12
Altered ,adapted,7
Entrap ,snare,3
Done in an obvious way ,overt,5
Perfect for the purpose ,ideal,1
Layperson ,amateur,4
New York City borough,brooklyn,2
