CLUE,ANS,POS
Friendly ,affable,1
"Best Actress Oscar winner 1981, for ""On Golden Pond""",katharine hepburn,1
Venerate ,respect,6
Take possession of house - again ,reoccupy,1
Medical stitch ,suture,1
Influence someone deviously ,manipulate,1
Rude ,impolite,1
Creator of dance routines ,choreographer,1
Went in ,entered,1
Nuclear weapon,atomic bomb,1
Wrong ,incorrect,1
Place to keep and exhibit objects of interest ,museum,1
Military operation to seal off (town) ,siege,2
Woodwind instrument,oboe,3
Antelope ,gnu,1
Inert gas ,xenon,5
Seat ,chair,1
