CLUE,ANS,POS
German submarine ,u-boat,1
A search for a person ,manhunt,18
Encourages ,urges,3
Unsurprising,predictable,1
From the time that ,since,2
Greater in size ,larger,1
Ignites or illuminates ,lights,1
Tightrope ,high wire,1
Unit of length ,inch,2
Dentures ,false teeth,1
Reasonable ,logical,3
Of the same value ,equal,1
Ethylene glycol ,antifreeze,2
Zodiacal bull ,taurus,2
Italian city,florence,3
Worshipped and venerated ,adored,1
Member of orchestra,cellist,2
Grown-ups ,adults,1
Bad luck,misadventure,14
To do with sense of touch ,tactile,1
