CLUE,ANS,POS
Tenant ,lessee,3
"'Standard, conventional (6)' ",normal,1
Point ,tip,2
Border,boundary,5
Bunch of flowers ,posy,2
Cooking fat ,lard,1
Stamp collector ,philatelist,1
By a very small margin ,barely,1
"Behind, nautically",astern,2
Flag bearing a device ,banner,5
Guest ,invitee,3
"Lean, part of foot ",heel,4
Asian rainy season ,monsoon,1
Pasta in thin strands,vermicelli,5
"Alone, set apart ",isolated,1
Natural surroundings ,habitat,2
Squeeze into less space ,compress,3
"Real, not abstract ",concrete,1
Director of publication ,editor,1
Grid ,lattice,13
Accidental release ,leakage,18
"Defeat, overcome",conquer,1
Mountainous ,craggy,15
Very dry ,arid,1
A wearing away ,abrasion,3
Dread ,terror,5
"Marlene --, German actress ",dietrich,1
