CLUE,ANS,POS
Midday ,noon,1
Meal/drink ,tea,14
Complete ,finish,1
Women's underwear ,lingerie,8
Yelled ,screamed,2
Came back ,returned,1
Of great worth ,valuable,1
Inclined to let people off lightly ,lenient,1
Travelling bag ,suitcase,2
Workplace representative of unionised employees ,shop steward,2
"Exposed, revealed ",uncovered,8
Pet rodent ,gerbil,2
Curiously ,oddly,6
Shack ,hovel,14
Flying horse of myth ,pegasus,1
"Tiny organisms, can be good or bad ",bacteria,1
"___ Jones, Harrison Ford hero - US state",indiana,1
Food cupboard ,larder,3
Small square tile used in mosaics ,tessera,1
"Plan of action, tactics ",strategy,1
Deep regret ,remorse,1
Hindu sage or saint ,rishi,1
Immoderate eater ,glutton,1
Incompetent or awkward ,inept,4
Personal teacher ,tutor,3
Gain knowledge ,learn,1
"Refuse, litter ",rubbish,4
