CLUE,ANS,POS
Eucharistic cups ,chalices,2
Turf ,sward,19
Fee paid to secure services ,retainer,2
Ravine ,gorge,2
"Apprise, notify ",inform,1
Muggy ,humid,1
Without fixed limits or restrictions,open-ended,7
Rough calculation ,estimate,1
"Drink, maybe philtre ",potion,4
Star sign ,virgo,7
"Horrified, shocked ",aghast,2
Take a stand against ,oppose,1
Tennis court feature ,net,1
Damage ,harm,2
"Work, run ",operate,3
"Omar ..., film actor ",sharif,1
Revenge ,reprisal,6
Wrongly understand ,misinterpret,1
Easy - without suffering ,painless,6
