CLUE,ANS,POS
Leading Brexiteer's given name ,boris,1
Tight group of like things,cluster,1
Likeness; statue ,image,6
Persistently avoid ,shun,3
Greek letter E ,epsilon,1
Sea bird ,fulmar,19
Increment - accumulation ,accrual,3
Measuring sticks ,rulers,2
Close acquaintance ,friend,1
"Devilment, impishness ",mischief,1
Part of country surrounded by foreign territory,enclave,2
"Enormous, gigantic ",colossal,1
Fully developed ,mature,1
Highest points or tips ,apexes,4
Astern ,aft,2
Pull out - quotation ,extract,1
Shut ,closed,3
