CLUE,ANS,POS
"Experience, perceive ",feel,1
Parliamentary break ,recess,1
Inebriated ,drunk,3
"Calm, tranquil ",untroubled,19
"-- - -- Ma, American cellist of Chinese/French origins",yo-yo,2
"Sickness, ailment ",malady,3
Leading female (in field) ,doyenne,6
"Curious, odd ",peculiar,6
"Stranger, outsider ",foreigner,1
Imaginary place where everything is perfect ,utopia,1
Noah's vessel ,ark,1
Out of tune,off-key,3
Type of piano ,upright,2
Figure maker ,sculptor,1
Rips; droplets ,tears,4
"'Dreadful, terrible (4)' ",dire,18
Bizet opera ,carmen,1
"Trustworthy, dependable ",reliable,1
Plaything ,toy,1
Colouring stick ,crayon,1
"Dry, parched ",arid,1
Endeavours ,attempts,2
