CLUE,ANS,POS
Send on; football player ,forward,7
Stretch of time ,period,4
Steven Redgrave's sport,rowing,1
Troublesome child ,brat,1
Rope for restraining animal (6) ,tether,1
Celebrity,star,1
Aviator ,pilot,1
Examination of component parts ,analysis,8
Perfect combination of people for a task ,dream team,1
Prevent from happening ,obviate,15
Vehicle for pulling others ,tractor,1
Capital of Turkey ,ankara,1
"Inordinate, unreasonable ",excessive,1
A brainwave?,idea,10
Sudden seizure of power ,coup,1
Officials to ensure fair play ,referees,2
Considers or believes likely ,suspects,2
Italian wine ,chianti,4
"Disdain, disrespect ",contempt,1
Antagonistic ,hostile,1
Imaginary horses ,unicorns,2
Blow air through (grain) to remove chaff ,winnow,2
Newspaper with half-size pages ,tabloid,1
Hard iron alloy ,steel,1
Track performer ,athlete,5
Dress for bed?,nightgown,2
