CLUE,ANS,POS,FOUND IN
An old servant or slavish person ,lackey,10,Nippy lackey (slightly negative connotation)
Rogue - tornado,twister,1,Devastating twister
Stroll ,walk,1,Walk leisurely
Buildings with few partitions ,open-plan,1,Open-plan offices
By word of mouth ,oral,1,Orally transmitted
Eccentric person like peculiar sphere ,oddball,2,Oddball with an odd shape
U2 guitarist,edge,2,The Edge - Thought to be born David Howell Evans; renowned guitarist with a trademark tapping technique; co-founder of U2's band name 'Feedback' before it was changed to 'U2'
French soft cheese ,brie,1,Brie de Meaux
Relating to digestion ,peptic,15,Peptic action
Golf peg ,tee,1,Tee marker
US inventor,edison,18,Lewis Latimer - An African-American inventor best known for his improvements to the design of the incandescent light bulb filament alongside Thomas Edison.
