CLUE,ANS,POS
Lapwing - ie wept (anag),peewit,4
A share of profits ,dividend,1
Blunder ,gaffe,5
Dental decay ,caries,3
Small parasitic insect ,flea,2
Favouring one side over another ,biased,1
Permeable to fluids,porous,1
"Surprising, shocking ",startling,7
Profligacy ,extravagance,1
Water boiler ,kettle,1
Peak ,zenith,2
Novel by E.M.Forster ,howards end,2
Hostelry ,inn,1
Terse ,brief,1
Liquefy ,melt,1
Elephant tusks ,ivory,2
Oak seed ,acorn,1
Ingenuous ,naive,1
Port and industrial city in southwest England,bristol,1
Louse's egg - berk ,nit,1
Take out ,extract,1
Blow up,explode,3
Wealthy ,affluent,1
Non-Jew ,gentile,1
Familiar appellation,nickname,1
