CLUE,ANS,POS,FOUND IN
New York borough and island in Bay ,staten,2,Staten Island
Plunge into liquid ,immerse,3,Immerse oneself
Subject to scrutiny ,examine,1,Critically examined
Make a mistake ,err,1,Erroneous
Spasm ,paroxysm,20,Paroxysmal disorder involving sudden recurrences of symptoms like spasms
Divine messenger ,angel,1,Angelic
Without beginning or end ,eternal,14,Eternal flame
Hole in a needle ,eye,9,Misplacement of needle eye
Administrative assistant to commanding officer ,adjutant,14,Assistant adjutant general
Great fear ,terror,14,In sheer terror
Deliberately discourteous act ,slight,19,Intentional slight
