CLUE,ANS,POS
Lose strength,weaken,1
Monstrous creature ,behemoth,1
Favouritism ,bias,1
Young hares ,leverets,11
Baby's plaything,rattle,1
Foreign (from outer space?),alien,1
Keenness for food ,appetite,1
Roman goddess of the hunt ,diana,1
"Bold, audacious ",daring,2
Immature form of an insect ,nymph,4
Procedure ,method,2
Tidy ,neat,1
Resembling soil,earthy,1
Politically-inspired murder ,assassination,2
Refusal to accept an unpalatable truth ,denial,1
Altered ,adapted,4
Entrap ,snare,3
"Southern German state, famous for its beer ",bavaria,1
Perfect for the purpose ,ideal,1
Layperson ,amateur,3
New York City borough,brooklyn,2
Unlock ,unbolt,16
