CLUE,ANS,POS
Broke into sharp pieces ,smashed,2
Go without or precede ,forego,5
Old collectable item,antique,1
Fully grown ,mature,1
Avoid ,shun,4
Curt and short ,abrupt,12
Tranquil ,calm,3
"Alone, apart, detached ",isolated,2
Violent whirling windstorms,cyclones,2
Cause of general outrage,scandal,1
"Stirs up, rouses ",excites,2
Sheepdog ,collie,1
Hazard ,peril,1
Evaded,dodged,3
Harm or injury ,damage,4
One making changes (in practices) ,reformer,2
Avidly enthusiastic ,zealous,1
Toy with plastic bricks ,lego,1
Require ,need,2
Someone not belonging to the nobility ,commoner,1
Joins together ,combines,1
Evasive ,shifty,2
