CLUE,ANS,POS,FOUND IN
"'Lounge, sitting-room (7)' ",parlour,14,Galleried parlour
Warplane ,fighter,2,Fighter Jet
Destructive insect,locust,2,Locusts
"Fingers, toes and numbers",digits,3,Digits (as in numbers or fingers/toes)
Combat ,war,3,Warfare
Biblical 'you' ,thou,12,Beware lest thou be also overtaken
"Precise detail; small, trivial matter",minutia,1,Minutiae
Type of water lily ,lotus,5,Lotus (a close relative in aesthetics but technically not a water lily)
Hemlocked philosopher ,socrates,4,Socrates' companion (as he famously drank hemlock for his philosophy beliefs)
"Rescue (of) ship, etc",salvage,1,Salvage operation
Treatment using massage or exercise (colloq.) ,physio,8,Physiotherapy
Prefix denoting life ,bio,1,"Bio- (as in biology, biotic)"
Corrode,eat,1,Eat away
Small island ,eyot,8,Eyot (British term for an islet in a river)
