CLUE,ANS,POS,FOUND IN
"Old, courtly dance ",saraband,4,Sarabande
Quite obvious and clear ,evident,9,Self-evident
Blacksmith's block ,anvil,3,Anvil unused
UN children's organisation ,unicef,5,"UNICEF collaborates with governments, NGOs, and other stakeholders to implement sustainable projects focused on safe drinking water sources, sanitation facilities, hygiene education, and infrastructure development (e.g., wells, latrines)."
Tiered ,layered,6,Layered progression
Waterbird; fool ,goose,3,Goose blindness
False god ,idol,2,Insignificant idol
Afternoon nap ,siesta,7,Siesta (traditional term)
Drink ,beverage,2,Hydrating beverage
Unjust ,unfair,4,Unfair treatment
Shellfish ,shrimp,1,"Crustaceans: A broad group of aquatic animals that includes crabs, lobsters, shrimp, and other similar creatures with hard exoskeletons."
Be clothed in ,wear,7,Wearing clothes
- Onegin (Pushkin) ,eugene,5,Eugene Onegin
Group of people behaving like sheep? ,herd,2,Herd mentality
Car's home (or hospital?) ,garage,1,Garage (where a car is often kept at home)
