CLUE,ANS,POS
Flowerless plants with feathery green leaves  ,ferns,1
Serious ,grave,1
Notable ,famous,2
Modifier of a noun ,adjective,1
Indian currency ,rupee,1
Medicinal extract in a solution of alcohol,tincture,1
Next to ,beside,2
Monetary unit in S Africa ,rand,1
The science of the earth's crust ,geology,1
Confined space for animals ,cage,2
"'Preliminary test of how something works (5,3)' ",trial run,1
Small pill or lozenge ,tablet,2
Object ,article,8
Improbable ,unlikely,1
Going out with ,dating,1
Ingenuous ,naive,1
Material for making inner walls,plasterboard,6
Frequented by a ghost ,haunted,1
