CLUE,ANS,POS,FOUND IN
Style popular in the 1920s and '30s ,art deco,14,Art Deco design
Ovum ,egg,1,Egg cell
(Of duck) moving bill in water while feeding ,dabbling,13,Aquatic dabbling
Channel north of Isle of Wight ,solent,1,Solent margins
Objectives ,aims,10,Achieve aims
Allowed to enter ,admitted,2,Admitted access
Of the brain ,cerebral,20,Cerebral cortex (in the context of neural activity and cognition)
Tempting ,enticing,16,Enticingly ripe
Care about the piece of land ,acre,18,Cherished acreage
"Diamonds, rubies, sapphires etc ",jewels,9,Sparkling jewels
Walk arrogantly ,swagger,1,Swaggering
Very strong wind ,gale,1,Gale force
