CLUE,ANS,POS
Temporary suspension of business ,recess,3
Eructate,burp,2
Island in Bristol channel ,lundy,7
A calling as to priesthood ,vocation,1
Great happiness and exhilaration ,euphoria,6
Pieces of turf dislodged by golf clubs ,divots,2
Plummet ,fall,5
Maritime ,nautical,2
Coax (into) ,cajole,9
Younger or lower in rank ,junior,1
Edible entrails,offal,6
Influenced or touched by an external factor ,affected,3
In a chair ,seated,1
Pot for ashes ,urn,1
Flat and smooth ,even,2
Bring in to the country ,import,2
Fairly large,ample,4
Early bedtime enforced by military ,curfew,1
Extreme deviation from the mean -- our tile (anag) ,outlier,1
Gulf state ,qatar,4
Irritate ,annoy,2
Throw (dice) ,roll,1
Illness ,malady,5
Prudent,careful,10
