CLUE,ANS,POS
Split ,separate,3
Moral character,ethos,14
"Support, maintain ",uphold,2
Niggardly ,stingy,1
"Bolstered, sustained ",supported,4
One shoots from a concealed place ,sniper,1
Device for opening or closing a circuit,switch,1
Summer trousers ,shorts,1
Large airship ,zeppelin,2
Prove - protest ,demonstrate,1
Legally responsible ,liable,4
Not sellable ,unmarketable,4
"Mindless, pointless ",senseless,1
Petty quarrel ,spat,5
Important person (slang) ,bigwig,1
Ring-doughnut shape ,torus,1
Desert illusion ,mirage,2
