CLUE,ANS,POS
"Linchpin, principle support ",mainstay,5
Soft French cheese ,brie,1
Claw ,talon,1
Bite and grind food in the mouth,chew,1
Heart rate ,pulse,1
"Start, launch ",initiate,2
Goodbye ,farewell,1
Sailing boat ,yacht,1
"-- and Aeneas, opera by Purcell ",dido,1
Not particularly surprising,unremarkable,4
Banquets or celebratory days ,feasts,3
Very thin paper ,tissue,1
Underground chapel ,crypt,1
Run with long bounding steps ,lope,2
Creature (American) ,critter,4
Indian melody ,raga,1
Sticky substance ,goo,16
Contract of insurance ,policy,1
Social circle,sphere,3
American university ,harvard,1
Mentally overexerted ,stressed,10
Country's financial state ,economy,1
Speak to the residence ,address,1
Classical dance ,ballet,1
Manifest; obvious ,evident,3
