CLUE,ANS,POS,FOUND IN
Supply food ,cater,20,"Catering services (for providing food in events, etc.)"
Divided peninsula ,korea,5,Korean Peninsula
Favouring separation from a church ,schismatic,7,Schismatics
Track,path,3,Pathway
Tanned animal skin ,leather,6,Rough-out leather
Discarded assortment (for sale?) ,jumble,2,Jumble sale
Tangle of hair ,mop,8,Wiry mop (often used for hair)
"Evelyn --, author ",waugh,2,Waugh (Evelyn Waugh) - English writer and peer of the realm
Hearing attentively ,listening,1,Listening intently
Met with frequently ,common,3,Commonplace
Reddish-brown,chestnut,12,Chestnut brown
Up until now ,yet,5,As yet
Produce shoots ,sprout,9,Sprouting plants
Hale ,healthy,1,Healthy-looking
"Secretion, deficiency of which results in diabetes",insulin,1,Insulin is produced by the pancreas and helps regulate blood glucose levels; a lack or improper functioning of this hormone leads to diabetes mellitus.
Handsome young man of Greek mythology ,apollo,4,"Apollo (god of music, arts; often depicted as a handsome youth)"
(US) farm area for hens ,barnyard,9,Barnyard pen for hens
"Softly, in music ",piano,19,Mezzo-piano (moderately quiet volume in music)
