CLUE,ANS,POS
Grossly overweight ,obese,1
"In music, below the correct pitch ",flat,1
Ancient vehicle ,chariot,1
Avoiding the company of others,antisocial,3
Golf ball support,tee,1
"Austere, serious ",severe,8
Journey by water or through space ,voyage,1
Ballroom dance,waltz,1
Cul-de-sac,dead end,1
Place in peril ,endanger,3
Region of NE France bordering on English channel ,normandy,1
Thieving intruder ,burglar,2
"Prediction, of weather perhaps ",forecast,1
Novel by Louisa May Alcott ,little women,1
At less than normal speed ,slowly,3
Public speaker ,orator,1
