CLUE,ANS,POS,FOUND IN
Of a horse ,equine,1,Equine's of
Loud and angry speech ,harangue,21,Wrathful harangue
Long pillow ,bolster,9,Filled bolster
Small container for seasoning or relish at table,cruet,16,Table cruet
Go without food ,starve,8,Starve oneself
Conspicuous wealth ,opulence,2,Stark opulence
Follower of Haile Selassie ,rasta,1,Rastafarian
Regular salary ,stipend,11,Recurring stipend
Hand over; plaster ,render,12,Surrender
College award ,degree,5,Awarded degree
Mythical female warriors of Scythia ,amazons,2,"**All-female society**: The Amazons were an all-female society, where women held positions of power and men were excluded."
