CLUE,ANS,POS,FOUND IN
Readily apparent ,evident,6,Self-evident
Freshwater sea of Israel ,galilee,1,Sea of Galilee
Strong wind ,gale,1,Gale-force
Origins or derivations ,sources,9,"Folk etymology: Some sources suggest that the word ""hungry"" is derived from the Anglo-Saxon word ""hun,"" meaning ""to hunt."" However, there is no evidence to support this theory."
Burial place ,tomb,3,Tombstone
Mental picture; idol ,image,1,Image of a celebrity
Sporting area ,bowling green,17,Bowling green (for lawn bowling or curling)
Spanish city; orange type ,seville,1,"Seville (city in Spain, known for its oranges)"
Tin alloy used to make plates and mugs,pewter,2,"Pewter (a tin-based alloy often used for making decorative items, including plates and mugs)"
Pedantically find fault ,nitpick,1,Nitpicky
Cut of meat from the lower back and sides,loin,1,Sirloin
Carries out orders,obeys,1,Obeys commands
