CLUE,ANS,POS,FOUND IN
Growing stronger ,thriving,18,Thriving (growth and strength)
NW US state ,montana,3,Montana (considered part of the Northwest in some definitions)
Soup spoon ,ladle,4,"Ladle (less common for a soup spoon, but used in cooking contexts)"
Speak contemptuously or drink informally ,scoff,11,In a scoffing manner
German playwright ,brecht,3,Bertolt Brecht
Brushwood ,scrub,12,Scrubland
Destructive insect ,pest,18,"Spotted Lanternfly (pest that threatens vine crops, like grapes)"
Vote in ,elect,3,Electorate
Broken pieces ,fragments,10,Fragments scattered
Water grass,reed,1,Reedgrass
Such as is found in the Greek dish keftedes ,meatball,15,Onion (commonly used as an ingredient for flavor and texture within the meatballs)
"In America, the little finger ",pinkie,5,"Pinkie ring – A cultural reference to wearing rings on the little finger, common in some European cultures but less so in America."
