CLUE,ANS,POS
Small flat sweet cake ,biscuit,1
Edible bulb ,onion,1
"Light appliance, popular in the 1960s ",lava lamp,1
Eastern ,oriental,4
Die away ,dwindle,8
"Natural, inborn ",innate,2
Dwell ,reside,1
Glass or plastic vessel ,bottle,1
Plant from a corm,crocus,1
Use a razor ,shave,1
Taking a picture of ,imaging,4
Songbird ,lark,8
Small pointed projectile ,dart,1
Delicate ,frail,8
Numerous small songbirds ,finches,8
Slight advantage,edge,1
Somewhat rough (sea),choppy,2
Respectful and considerate ,polite,1
"Praised, lauded ",extolled,3
