CLUE,ANS,POS
Soldier on guard ,sentry,16
Provide goods or services for ,cater,8
Christian sacrament requiring pouring of water ,baptism,1
Cockney ,londoner,2
Come out again ,reemerge,1
Dabbler in the arts,dilettante,3
Top bishop,pope,15
Definite,certain,2
Merriment ,mirth,18
Decayed areas in teeth ,caries,4
Receptacle for household rubbish,dustbin,5
Small red fruit ,cherry,1
Place to which one is travelling ,destination,1
"Concept, belief ",notion,3
Friction or division in church organisation ,schism,3
One not eating or using animal products ,vegan,2
Look up to ,admire,1
Removed from register ,struck off,5
Likenesses or reflections ,images,1
"Circular band of flowers and leaves, often seen on graves ",wreath,1
Member of travelling people,nomad,1
Relativity scientist ,einstein,1
Cards taken in excess of the contract in Bridge ,overtrick,1
Scottish family grouping ,clan,1
Enthusiastically ,eagerly,2
Common fund; game ,pool,2
