CLUE,ANS,POS
Therefore ,hence,3
Painter and wallpaperer ,decorator,1
Small mouthful of food ,morsel,2
"American state, capital Des Moines ",iowa,1
Aromatic herb ,tarragon,12
Group of bushes ,thicket,1
"Italian operatic tenor, d. 1921 ",enrico caruso,1
Land covered with trees,forest,12
Back of the foot ,heel,1
Unit of power ,watt,1
Military land force ,army,1
Inexpensive accommodation as for back-packers ,hostel,2
Not temporary ,permanent,1
"Destiny, kismet ",fate,1
Strong man of the Bible ,samson,2
Test ,quiz,4
