CLUE,ANS,POS,FOUND IN
Golfer's support ,tee,3,Tee partner
Superman's world and a gas ,krypton,1,Atmospheric Kryptonite
Dark brown fur,sable,16,Sable coloration
Complain; meat ,beef,7,Beefy beefs (jocular)
Portraying romanticised country life ,pastoral,5,Pastoral beauty
Explanatory drawings ,diagrams,15,"Develop a series of diagrams showing the nitrogen cycle, including processes like fixation by bacteria, assimilation by plants, consumption by animals, decomposition, and denitrification back into the atmosphere."
Illumination ,light,2,Enlightenment
Show to be false ,debunk,20,Debunked myth
Change direction ,turn,2,Turnaround
Noted Norwegian playwright ,ibsen,1,Henrik Ibsen
Check on - large lizard,monitor,1,Monitorize
Courageous woman ,heroine,19,Valiant heroine
Take issue,differ,16,Differing opinion
Judgment,verdict,13,Rational verdict
SI unit of electromotive force,volt,1,Volt (V)
