CLUE,ANS,POS
Academy award ,oscar,1
Moisture condensed at night ,dew,3
Planet second nearest to the sun ,venus,1
Magnitude ,size,2
Stick out ,protrude,2
Deep red spice,paprika,1
One who watches ,viewer,1
Permissive,tolerant,2
Copier of (handwritten) documents,scribe,14
Custom ,usage,6
Avoid or abstain from ,eschew,4
Set on a particular musical note ,pitched,2
New England state ,maine,1
"American state, capital Juneau ",alaska,1
Glowing in the dark ,fluorescent,5
The Cape of Good - ,hope,1
