CLUE,ANS,POS
Giddy-minded ,flighty,4
Small rocket engine for spacecraft control ,thruster,1
Animal collection ,zoo,12
Band of colours in a rainbow ,spectrum,1
"Barricade, railing ",barrier,2
Heap of combustible material for burning a body ,pyre,1
Gambling game ,roulette,2
Deep rift,chasm,1
Cressida's Shakespearean lover,troilus,1
Capable of lasting ,durable,1
Seat; fish ,perch,19
Flower arrangement ,bouquet,1
"Dalai . . . ., chief priest and once ruler of Tibet ",lama,2
One or the other,either,1
Monster of Crete,minotaur,1
Bought and sold ,traded,1
"Musical performance, under a lady's window? ",serenade,1
A soft white cheese ,brie,1
Circular frame with spokes,wheel,1
Based on logic ,rational,2
Main part of concert hall ,auditorium,1
The concluding part of a performance ,finale,1
With a forward motion: in accompaniment,along,1
Climb ,ascend,1
Plundered ,looted,1
Adhesive,glue,1
Rabbit burrow ,warren,1
