CLUE,ANS,POS,FOUND IN
"Prospect, view",vista,18,Alluring vista
Social insect ,ant,5,Worker ant
"Levy, inflict ",impose,1,Imposed tax
Boast ,brag,3,Bragging about oneself
Sea snail,whelk,7,Whelk (a family of predatory sea snails)
Of scientists involved in legal investigations,forensic,1,Forensic Scientist
Shelter (for ships),haven,19,Ship's haven (an old-fashioned term for a safe harbor or port)
Become more rigid,stiffen,3,Stiffened
Scope for freedom of action ,latitude,13,Operational latitude
Face,visage,11,Visage on display
One consuming ,eater,1,Voracious eater
Concave - sunken ,hollow,3,Hollowed out
