CLUE,ANS,POS
It's linked to the Mediterranean by the Suez Canal ,red sea,7
Adult swine ,hog,2
"'Sadness, grief (6)' ",sorrow,1
Sample of how people voted ,exit poll,11
"Informally, an eccentric or very strange person ",weirdo,13
Band of colours in the rainbow ,spectrum,1
Having put down roots,settled,4
Having no function ,useless,7
Son or daughter ,child,1
Temple of all the gods ,pantheon,2
Secured - buckled ,fastened,1
Knave ,rogue,2
Peg for joining wood ,dowel,1
Church bench ,pew,1
Strong cord ,rope,1
