CLUE,ANS,POS
"Refuse, litter ",rubbish,25
Merchandise ,wares,3
Baby's bed ,cot,8
Instrument for viewing at a distance ,telescope,3
Gentle - bland,mild,8
Stop doing something ,desist,2
Weak cry of young bird ,cheep,4
Sampled ,tasted,2
Son of a sovereign ,prince,2
Over the moon ,ecstatic,3
Ways out ,exits,3
Highly profitable ,lucrative,2
N. American native ,apache,5
Not able to be seen ,invisible,2
Yorkshire river ,ure,6
Type of fuel ,diesel,3
Soak through,permeate,4
Governing body of the Roman Catholic church ,curia,4
