CLUE,ANS,POS
Step on ladder ,rung,3
Storage surfaces ,shelves,1
Fully grown ,mature,2
Fabric made from silky hair of angora goat ,mohair,3
Respond too strongly ,overreact,1
Spotless ,immaculate,1
Male underwear,y-fronts,13
A rugby score ,try,1
Shouts of approval ,cheers,13
Wickedness ,evil,5
Object of excessive adoration ,idol,1
Impetuous ,rash,4
Opera by Bizet ,carmen,1
Complete outfit - group of musicians,ensemble,1
Strive - proceed with difficulty,struggle,4
Characteristic of rural life ,rustic,4
