CLUE,ANS,POS,FOUND IN
Remember or summon back ,recall,2,Recallable
Son of a sovereign ,prince,1,Prince (most commonly associated with royal lineage)
Not quite shut ,ajar,4,"For ""Not quite shut,"" she interprets this as an incomplete action or state that does not achieve full closure, which leads to words like ""ajar"" and phrases such as ""almost closed."" Her experience with cryptic puzzles would aid in deciphifying the clue's intention."
"'Cold hands, . . . . . . . . .' ",warm heart,1,"Cold hands, warm heart"
Someone repairs tall church structures,steeplejack,4,Steeplejack (a person who specializes in repairing steeples)
"W. B. --, Irish poet ",yeats,1,"However, assuming this is referencing an abbreviation typical in crosswords (e.g., William Butler Yeats), let's proceed with that assumption:"
Relating to mankind ,human,1,Humanitarian
Rented ,hired,1,Hired property
Hairy aromatic perennial herb strongly attractive to some pets,catnip,2,Catnip (Nepeta cataria) - This plant is known for its strong effect on cats; it contains nepetalactone which can induce euphoric behavior in felines.
Yearning for past - homesickness,nostalgia,9,Nostalgia (9) - A word that describes the feeling of homesickness as well as yearning for the past.
Crazy (colloq.); bird ,cuckoo,1,Kook - A slang term for a cuckoo; also can refer to an eccentric or crazy person
