CLUE,ANS,POS
"'Despite, still (4,2)' ",even so,1
Slayer of the Minotaur ,theseus,1
Temporary residence ,stay,5
Something left out ,omission,1
Fragile ,delicate,1
"Handle, oversee ",manage,1
Stylish ,chic,1
"Harmful, unfavourable ",adverse,12
Appealingly fanciful ,whimsical,1
Branch of mathematics ,geometry,2
Passage between seats ,aisle,1
Mother-of-pearl ,nacre,1
"Charm, captivate ",beguile,5
Sound of a plane flying faster than the speed of sound ,sonic boom,1
Bring in from abroad ,import,1
Very tactful person ,diplomat,1
Aiding ,helping,1
Country house ,villa,2
Short period of relief ,respite,1
Fish eggs ,roe,2
Rendezvous ,tryst,4
Self-assured and positive ,assertive,10
Causing laughter ,comic,2
Standards on which to base judgment ,criteria,2
Attached with pointed piece of metal ,pinned,1
