CLUE,ANS,POS,FOUND IN
"Prospect, view",vista,17,Ridge vista
"Levy, inflict ",impose,1,Impose a tax on
Underground cemetery ,catacomb,1,Catacombs
Of scientists involved in legal investigations,forensic,5,Forensic anthropologist
Small bird; architect ,wren,12,Wren (one of the smallest bird species)
Shelter (for ships),haven,10,Safe haven ports
George Eliot novel ,daniel deronda,6,Daniel Deronda (often associated with her)
Ball game ,tennis,4,Tennis championship
Scope for freedom of action ,latitude,7,Choice latitude
One consuming ,eater,10,Voracious eater (someone who has an insatiable appetite and consumes a lot)
Spring back ,bounce,4,Bounce-back
Concave - sunken ,hollow,1,Hollowed
Gourd fruit ,melon,3,Watermelon
