CLUE,ANS,POS,FOUND IN
Type of nut ,cashew,4,Cashews
Performed - with a high degree of skill ,accomplished,3,Accomplished (with exceptional dexterity)
Decayed or corrupt ,rotten,18,Fading (as in the state of something rotten or corrupted)
Passenger ship ,liner,3,Cruise liner
Minor argument ,tiff,3,Tiffs
Osteopath's technique ,manipulation,3,Body manipulation
Winter weather ,snow,5,Snowy
Hill ,tor,15,Promontory
Tycoon ,magnate,7,Business magnate
Primitive aquatic plant,alga,1,Algae
Famous battle in Texas launched by the Mexican army ,alamo,1,"The Mexican army, led by General Santa Anna, besieged and attacked the Alamo, a small group of Texan rebels who were fighting for independence from Mexico"
