CLUE,ANS,POS
Heretofore ,hitherto,2
Illegal state in football ,offside,1
Difficulties to be resolved,problems,7
"Of fruit, skinned ",peeled,1
Slimy substance ,goo,2
Madness ,lunacy,2
Wealth ,riches,14
Thespian ,actor,1
Rich white sauce ,bechamel,1
"Accedes, acquiesces ",assents,3
Orange vegetable ,carrot,1
Stage play ,drama,5
Drowsy ,sleepy,1
Believed to be guilty but without proof,suspected,2
Lethargic ,languid,10
Speak out against ,denounce,5
Inveigle ,entice,2
"Induces, prevails upon ",persuades,1
Destructive event ,catastrophe,3
Witch's cat is well acquainted ,familiar,1
Oriental ,eastern,2
