CLUE,ANS,POS
Focal point for Mass ,altar,1
Small close-knit group,clique,1
Roman god of the sea ,neptune,1
Queen of fairies ,titania,2
Motherly,maternal,1
Doctor -- (Marlowe) ,faustus,1
The mythical giant with a single eye in the middle of his forehead ,cyclops,1
Lacking any ethical sense ,amoral,1
Simple and guileless,naive,2
Top of door or window frame ,lintel,1
Quantity of medicine ,dosage,1
"British landscape and seascape painter, d.1851 ",turner,2
Quick look ,glance,1
Estrange ,alienate,1
Bird of prey ,raptor,1
"Good enough, acceptable ",adequate,12
Black and white bird ,magpie,2
Tool for making holes ,awl,2
Idolise ,worship,3
Unwanted plant ,weed,1
Standard for comparison ,yardstick,12
