CLUE,ANS,POS
Deferred ,delayed,2
Prohibited,barred,7
Summit ,apex,1
Map ,chart,1
Sound reverberations ,echoes,1
Having no predetermined limit ,open-ended,11
"Superior, of the highest quality ",excellent,4
"Instructions, commands",orders,2
Relieving pain,analgesic,1
Group of nerve cells from which fibres radiate ,ganglion,1
Branch of maths ,geometry,3
Wheat-like cereal ,rye,3
Type of music,jazz,6
Conclusion of a coroner's jury ,open verdict,5
Brother or sister ,sibling,1
Wetness ,moisture,1
"Alone, apart, detached ",isolated,1
Fleet of armed ships ,armada,2
"Intimidating, discouraging ",daunting,4
Queasiness ,nausea,1
Spanish gypsy dance ,flamenco,1
Wreckage on sea ,flotsam,2
Country of King Zog ,albania,1
