CLUE,ANS,POS,FOUND IN
New York borough and island in Bay ,staten,5,Staten Island
Subject to scrutiny ,examine,14,Examined closely
Make a mistake ,err,2,Error
Estimate value of - speed,rate,2,"Minimal velocity: A very low rate of speed, almost negligible."
Whole and complete ,entire,1,Entirety
Without beginning or end ,eternal,11,Eternal return
Hole in a needle ,eye,18,Misshapen needle eye
Great fear ,terror,6,Gripped with terror
In foreign parts ,abroad,5,Abroad destination
Tourist attraction of Moscow,red square,1,The Red Square
