CLUE,ANS,POS
Step on ladder ,rung,1
Storage surfaces ,shelves,1
Fully grown ,mature,2
Fabric made from silky hair of angora goat ,mohair,2
Spotless ,immaculate,2
Take a loan of ,borrow,1
A rugby score ,try,1
Shouts of approval ,cheers,1
Exhausting or tedious,tiring,2
Magnificent ,superb,5
Dark blue university?,oxford,1
Object of excessive adoration ,idol,1
Bill - - in 'Oliver Twist' ,sikes,1
Impetuous ,rash,1
Opera by Bizet ,carmen,1
Chirp ,peep,4
Cinema film ,flick,5
Portions of a circle ,arcs,3
Units of heat from gas ,therms,2
Strive - proceed with difficulty,struggle,1
Not having ,without,3
Characteristic of rural life ,rustic,11
