CLUE,ANS,POS,FOUND IN
Resin,lac,8,Shellac (derived from lac insect resin)
Afternoon performances,matinees,9,Afternoon matinees
Driven by liquid under pressure ,hydraulic,20,Hydraulic (pertaining to the use of liquids in motion and under pressure)
Threadlike strands growing from the skin ,hair,1,Hairs
Type of fastening - on/off key,toggle,18,Toggle clasp
Pulchritude,beauty,1,"It typically refers to physical beauty, particularly in a woman, but can be used more broadly for anything that has an elegantly pleasing appearance or charm"
Blown-up photo ,enlargement,13,Extended (referring to enlargement of size or scope)
Carriage for hire ,hackney,2,Hackney carriage
Fairground's pink confection,candy floss,1,"Candy floss (commonly known as cotton candy in the US, a classic fairground treat often colored pink or various colors)"
A persuasive swindler ,con man,15,Con man/woman
Turkish ,ottoman,4,Ottoman (as in the historical empire which modern-day Turkey succeeded)
Haunt -- preoccupy ,obsess,2,Obsess over
Means of detecting and locating distant objects,radar,2,Radar (Radio Detection And Ranging)
Judging panel ,jury,14,Jury box
