CLUE,ANS,POS,FOUND IN
Temporary residence ,stay,15,Hotel room (short-term stay)
Something left out ,omission,5,Omission - Leaving something out or not including it; an act of exclusion.
Atomic number 85 ,astatine,1,"Astatine (At) - It is a radioactive element with atomic number 85, named after the Greek word for ""going into death"" due to its short half-life."
Put foot on a pest ,step,1,"Step - Although not specific to pests, it's possible someone might accidentally step on an insect or small animal while walking in nature."
Very tactful person ,diplomat,3,Diplomatic
Bird of prey ,raptor,11,"Raptor (a general term for various types of large, swift, and agile birds of prey)"
Welcome; cry (Scots) ,greet,6,"Hooy-hooys - A friendly greeting used in some Scottish areas, similar to ""hello"" or ""hi."""
Sweet almond biscuit ,macaroon,6,Macaroon (often includes almond flour)
Fish eggs ,roe,1,"Caviar - luxury roe (fish eggs) from sturgeon species, typically from the Caspian and Black Seas."
Causing laughter ,comic,1,Comical
